الرقم,اسم الشركة,الهاتف,الإيميل,الموقع,العنوان,القطاع,رقم الصفحة,تاريخ الاستخراج
1019,جنرال برنت,1020020088,samehibrahim@generalprinteg.com,http://www.generalprinteg.com,6th  October City – 2  industrial Zone  						محافظة الجيزة,الطباعة والتغليف والورق,105,2025-07-22T04:31:58.319682
1020,egyption carbnate&colours,01066917758,carbonate.eccc@gmail.com,,العاشر من رمضان المنطقة الصناعية الثالثة A4  						محافظة الشرقية,مواد البناء,105,2025-07-22T04:31:58.320298
1021,CPC,,grgramsis@gmail.com,,محافظة الاسكندرية,الأثاث,106,2025-07-22T04:32:00.968242
1022,Al-Haram for import and export co،,01554988880,info@alharamcompany.com,https://alharamcompany.com/,Ezbet Ashor Abou Al-Matamir Beheira ،Egypt.   						محافظة البحيرة,الحاصلات الزراعية,106,2025-07-22T04:32:00.970072
1023,Stayal medical,,gergesemad117@yahoo.com,,محافظة الجيزة,الأثاث,106,2025-07-22T04:32:00.977018
1024,إيتامكو للتنمية الزراعية,+2035392341,ghabbourfarms@gbfarms-eg.com,https://gbfarms-eg.com/,الكيلو 28 طريق مصر الاسكندرية الزراعي - أبورواش  						محافظة القاهرة,الحاصلات الزراعية,106,2025-07-22T04:32:00.981018
1025,aldora house egypt,,ghada@aldora-egypt.com,,العبور  						محافظة القليوبية,الأثاث,106,2025-07-22T04:32:00.981879
1026,بلاست ايجيبت ECO,0020225656294,info@ecoplastegy.com,http://www.ecoplastegy.com,120 شارع اخناتون التجمع الخامس، القاهرة الجديدة، مصر  						محافظة القاهرة,الصناعات الكيماوية والأسمدة,106,2025-07-22T04:32:00.982656
1027,ADAMfor interior&landscpe,233840408,ghadah@adam-designs.com,http://www.ADAM-designes.com,22st elouroba-mariottia-elharam  						محافظة القاهرة,الأثاث,106,2025-07-22T04:32:00.983842
1028,(National for Chemical Industries (NASYDCO,20237621913+,gihan@mzdh.com,http://www.nasydco.com,48 El Thawra St   						محافظة الجيزة,الصناعات الكيماوية والأسمدة,106,2025-07-22T04:32:00.984741
1029,Multimin (Egypt) For Mining-S.A.E.,(+202) 22672274 – (+202) 22672273 - (+202) 22672275,info@multi-min.com,http://www.multi-min.com,محافظة القاهرة,مواد البناء,106,2025-07-22T04:32:00.985509
1030,Giza Cables Industries,0237610353,ayousef@gc-3.com,http://www.gc-3.com,6 ش بن مالك الجيزة  						محافظة الجيزة,الصناعات الهندسية,106,2025-07-22T04:32:00.986232
1031,جى كى جلوبال للصناعات الغذائية,1110058217,mahoud.bahei@gkfoods.net,http://www.GK-GLOBALFOODS.COM,1:18 INDUSTRIAL AREA، BLOCK 20016، OBOUR CITY، CAIRO، EGYPT  						محافظة القليوبية,الصناعات الغذائية,107,2025-07-22T04:32:03.568043
1032,جلاس استايل,1222463479,suzanbahaa@icloud.com,http://www.walidonsy.com/,92 el hegaz st – Heliopolis-  						محافظة القاهرة,الصناعات اليدوية,107,2025-07-22T04:32:03.568628
1033,جرين جلوبال للتصدير والاستيراد,,info@global-green-eg.com,https://www.global-green-eg.com/,شارع الجلاء - ابشواي - الفيوم - مصر  						محافظة الفيوم,الحاصلات الزراعية,107,2025-07-22T04:32:03.569224
1034,جوكوز ماتيك لمستحضرات التجميل,01222214404,jocosmetic@yahoo.com,http://www.Jocosmetic.net https://ar-ar.facebook.com/jocosmetic1/,المنطقة الصناعية الثانية – خلف المجازر  						محافظة الإسماعيلية,الصناعات الكيماوية والأسمدة,107,2025-07-22T04:32:03.569787
1035,جي ام اس تريد GMS Trade,201021511911+,info@gms-trade.com,https://galileo.gms-trade.com,21 عبد العظيم راشد - العجوزه  						محافظة القاهرة,الصناعات الكيماوية والأسمدة,107,2025-07-22T04:32:03.570380
1036,جلوبال نابى للأدوية جى ان بى,238202815,pmehany@globalnapi.com,https://www.globalnapi.com,…… مدينة 6 أكتوبر – المنطقة الصناعية الثانية – رقم 40 شارع 18 ..........  						محافظة الجيزة,الصناعات الكيماوية والأسمدة,107,2025-07-22T04:32:03.570979
1037,جولدن هارفست  للاستيراد والتصدير,01060537794,Golden.harvest.herbs@gmail.com,,ابو دنئاش – ابشواى - الفيوم  						محافظة الفيوم,الحاصلات الزراعية,107,2025-07-22T04:32:03.572642
1038,باين جاردنز,01154652267,gomaasaad@hotmail.com,,محافظة الجيزة,الحاصلات الزراعية,107,2025-07-22T04:32:03.574317
1039,جودة للحاصلات الزراعية,00201069000088,Ez_gouda@yahoo.com,http://www.gouda-company.com,Ezbet Gouda  						محافظة كفر الشيخ,الحاصلات الزراعية,107,2025-07-22T04:32:03.575160
1040,Al-Batal Company for Import and Export Agricultural Crops,01005003173,goudagerges@icloud.com,,Abu al-Matamir  						محافظة البحيرة,الحاصلات الزراعية,107,2025-07-22T04:32:03.576022
1041,جرين فالي,,info@greenvalleyherbsco.com,https://greenvalleyherbsco.com/,شارع البحر الجديد، أبشواي، الفيوم، مصر  						محافظة الفيوم,الحاصلات الزراعية,109,2025-07-22T04:32:32.299108
1042,المروج الخضراء,1001573623,ahmed@oliva.eg.com,,كوم اوشيم – مركز طامية – الفيوم- عزبة عزام الجديدة  						محافظة الفيوم,الصناعات الغذائية,109,2025-07-22T04:32:32.299795
1043,جلف باك للتعبئة والتغليف,1144444175,info@gulfpackco.com,http://www.gulfpackco.com/,6th  October City – industrial Zone  						محافظة الجيزة,الطباعة والتغليف والورق,109,2025-07-22T04:32:32.300355
1044,مؤسسة هيا HAYA corporation,002/01015050510,hayaegypt@gmail.com,www.hayafoodsegypt.com,ش احمد فتحى- جليم  						محافظة الاسكندرية,الصناعات الغذائية,109,2025-07-22T04:32:32.300901
1045,بى اى تى لمواد التعبئه والتغليف,0554410961/3/4/7,hady@pet-egypt.com,http://www.pet-egypt.com,المنطقة الصناعية العاشر من رمضان   						محافظة الشرقية,الطباعة والتغليف والورق,109,2025-07-22T04:32:32.301414
1046,بايونير - Pioneer لتجارة وتعبئة المواد الغذائية,01030404693,payoneereg@outlook.com,,12 شارع ابراهيم السيد. المنصوره ثاني  						محافظة الدقهلية,الصناعات الغذائية,109,2025-07-22T04:32:32.301976
1047,HadyُElSayed,,hadyelsaid881@gmail.com,,محافظة الاسكندرية,الأثاث,109,2025-07-22T04:32:32.303495
1048,مصنع حافظ وعوضه,1112104464,oudagroup82@gmail.com,,7Samir Mokhtar St.، Ard ElGolf، Nasr City  						محافظة القاهرة,الجلود والمنتجات الجلدية,109,2025-07-22T04:32:32.304672
1049,HFP,01001489574,hafezfp@outlook.com,https://hafezfp.com/,محافظة القاهرة,الحاصلات الزراعية,109,2025-07-22T04:32:32.305732
1050,Rasco Food Industries,٠٥٥٤٣٣٤١٦١,haidyaly@rascofood.com,http://www.rascofood.com,العاشر من رمضان  						محافظة الشرقية,الصناعات الغذائية,109,2025-07-22T04:32:32.306702
1051,اتش ام سبايسس,+201090713145,docsimsim1993@gmail.com,http://hmspices90.com,قويسنا المنوفية  						محافظة المنوفية,الحاصلات الزراعية,110,2025-07-22T04:32:34.876446
1052,EL SADAT  AGRO FRUIT -EGYPT,00201026252772,haitham@sadat-agro.com,http://www.sadat-agro.com,Bank’s Central Mall، Zone 5 - Sadat City-Egypt.   						محافظة المنوفية,الحاصلات الزراعية,110,2025-07-22T04:32:34.877090
1053,السادات اجرو فروت لتصدير الحاصلات الزراعية والبستانية والفاكهه - هيثم سمير محمد السعدنى,01026252772,info@sadat-agro.com,http://www.sadat-agro.com,مدينة السادات - المنوفية   						محافظة المنوفية,الحاصلات الزراعية,110,2025-07-22T04:32:34.877691
1054,العمدة,,haitham911eg@gmail.com,,محافظة الجيزة,الأثاث,110,2025-07-22T04:32:34.878223
1055,Haitham hussein ismaeil hassan,,batmanroben.z71@hotmail.com,,محافظة كفر الشيخ,الصناعات الغذائية,110,2025-07-22T04:32:34.878772
1056,ANKH,,KEYOFLIFEUNO@GMAIL.COM,,محافظة الجيزة,الأثاث,110,2025-07-22T04:32:34.879318
1057,Bright Crops,201274963039+,Support@Brightcrops.com,http://www.brightcrops.com/,محافظة الغربية,الحاصلات الزراعية,110,2025-07-22T04:32:34.879848
1058,Mavista Agriculture,002-01000088734,haitham.moustafa@mavistaagriculture.com,https://mavistagroup.com/mavista-agricul,El moalemeen division، Hafiz Ramadan street ، zagazig AshSharqia  						محافظة الشرقية,الحاصلات الزراعية,110,2025-07-22T04:32:34.880396
1059,Falcon Polymers,,haytham.ramadan55@icloud.com,,محافظة المنوفية,الصناعات الكيماوية والأسمدة,110,2025-07-22T04:32:34.880913
1060,A M Bakery,,Haalaaref@hotmail.com,,محافظة الاسكندرية,الأثاث,110,2025-07-22T04:32:34.881464
1061,FASHION HUB,,halaelmalki@gmail.com,,محافظة الاسكندرية,الأثاث,111,2025-07-22T04:32:37.561038
1062,Stone Hub company,,Stonehubegypt@gmail.com,,محافظة الجيزة,الأثاث,111,2025-07-22T04:32:37.561753
1063,ايجيبت جرين للتصدير,01000318736,egyptgreen20@gmail.com,https://egypt-green.com/,المنيا - كورنيش النيل  						محافظة المنيا,الحاصلات الزراعية,111,2025-07-22T04:32:37.562396
1064,دهب لتصنيع المعادن,1224505531,dahabmetal@yahoo.com,http://www.dahabmetal.com,عرب ابو ساعد التبين حلوان   						محافظة القاهرة,الأثاث,111,2025-07-22T04:32:37.562965
1065,طيبه لخدمات الشركات واعمال المحاماه,,hamadaharby@gamil.com,,محافظة الجيزة,الأثاث,111,2025-07-22T04:32:37.563545
1066,Dilva For Paper Products,01220438308 - 01128461125,Hamada2.mahmoud2@gmail.com,,المنطقة الصناعية-طريق بلبيس العاشر من رمضان- الشرقية  						محافظة الشرقية,الطباعة والتغليف والورق,111,2025-07-22T04:32:37.564116
1067,الشركة العالميه للمواد الاستهلاكيه والاغذيه - مصر,+2010002217 / 61,hamada-megahed@ifcgegypt.com,http://www.ifcgegypt.com,CPC Industrial zone - north expand، Industrial area - 6th October city - Egypt  						محافظة القاهرة,الصناعات الغذائية,111,2025-07-22T04:32:37.564665
1068,زيتونه بريما,,export@zitonaprima.com,,محافظة الفيوم,الصناعات الغذائية,111,2025-07-22T04:32:37.565186
1069,الزيد للاستيراد والتصدير والتوريدات العمومية,201005587837+,alzaiduniversal@gmail.com,,شارع جمال عبد الناصر، ميدان المسلة-الفيوم - مصر   						محافظة سوهاج,الحاصلات الزراعية,111,2025-07-22T04:32:37.565812
1070,المتحدة للصناعات البلاستيكيه,01126667222,hamdi_ali2000@hotmail.com,http://www.unitedplast.com,مرغم - مجمع الصناعات البلاستيكية  						محافظة الاسكندرية,الصناعات الكيماوية والأسمدة,111,2025-07-22T04:32:37.566379
1071,Charlene trade,01147774111,Hamdy.s.badran@gmail.com,,مدينة نصر  						محافظة القاهرة,الجلود والمنتجات الجلدية,112,2025-07-22T04:32:40.124749
1072,شركة القمر للملاحة والتجارة,01090805858,info@moon-navigation.com,http://www.moon-navigation.com/,محافظة السويس,الأثاث,112,2025-07-22T04:32:40.125300
1073,AJYAD PLAST,01060150680,hamed.hanafy2013@gmail.com,,الهرم - الجيزة  						محافظة الجيزة,الغزل والمنسوجات,112,2025-07-22T04:32:40.125917
1074,Spiro tec company,,Hamid_dawa@yahoo.com,,محافظة المنوفية,الأثاث,112,2025-07-22T04:32:40.126486
1075,Bakr,,bakrawy83@gmail.com,,محافظة كفر الشيخ,الأثاث,112,2025-07-22T04:32:40.127042
1076,رام لتصنيع الأعلاف,00201023440215,h.elshanty@rams-egy.com,https://rams-egy.com/,الشرقية ، العاشر من رمضان ، القطعة 56 ، المنطقة الصناعية A4   						محافظة الشرقية,الصناعات الغذائية,112,2025-07-22T04:32:40.127631
1077,جنان للصناعة والاستيراد والتصدير,01115055385,genanforfood@gmail.com,,محافظة الجيزة,الصناعات الغذائية,112,2025-07-22T04:32:40.128186
1078,.Karbos Import &Export CO,,karbosherbs.spices@gmail.com,,محافظة الاسكندرية,الأثاث,112,2025-07-22T04:32:40.128709
